gene_id	gene_name	X1O	X2O	X3O	P11_1	P11_2	P11_3
ENSG00000006530	AGK	26.489677	28.917906	20.543329	25.307251	30.760087	23.98745
ENSG00000006534	ALDH3B1	0.078947	0.077475	0.043567	0.073101	0.12091	0.063672
ENSG00000006555	TTC22	0	0.005271	0.006152	0	0	0.012745
ENSG00000006576	PHTF2	16.574675	12.865199	10.903326	15.614646	14.121717	14.970372
ENSG00000006606	CCL26	0	0	0	0	0	0
ENSG00000006607	FARP2	16.589089	15.328951	9.030844	19.157238	15.072546	20.640734
ENSG00000006611	USH1C	0	0.024003	0.016353	0	0.004706	0
ENSG00000006625	GGCT	108.031173	94.888779	99.787386	101.182314	88.537858	87.310316
ENSG00000006634	DBF4	32.612207	26.113486	22.89692	27.841138	21.175864	18.554181
ENSG00000006638	TBXA2R	1.228862	1.190828	0.919891	1.228093	1.130066	1.623127
ENSG00000006652	IFRD1	35.242705	26.558233	35.740587	35.978843	60.537405	44.316215
ENSG00000006659	LGALS14	0	0	0	0	0	0
ENSG00000006695	COX10	8.89058	8.29226	6.63526	8.412148	7.955994	8.601562
ENSG00000006704	GTF2IRD1	41.635526	48.213425	31.973849	46.591926	48.052739	46.809577
ENSG00000006712	PAF1	52.130247	49.594805	46.200393	54.412799	53.313722	54.736048
ENSG00000006715	VPS41	69.573297	60.711807	55.656232	84.380949	64.178998	84.158254
ENSG00000006740	ARHGAP44	0.069346	0.065949	0.104149	0.165381	0.087134	0.276827
ENSG00000006744	ELAC2	43.29373	40.10545	36.28739	52.506247	62.251151	52.623275
ENSG00000006747	SCIN	0.001771	0.003522	0	0.01172	0	0
ENSG00000006756	ARSD	6.578967	5.81721	3.54875	7.034185	7.030129	7.474321
ENSG00000006757	PNPLA4	7.847369	5.674678	10.43627	6.961845	7.630082	6.4508
ENSG00000006788	MYH13	0	0	0	0	0	0.004737
ENSG00000006831	ADIPOR2	24.354438	21.287899	16.449493	29.021689	28.601637	33.149721
ENSG00000006837	CDKL3	1.829911	1.435775	1.541922	1.317263	3.148572	1.949044
ENSG00000007001	UPP2	0.033208	0.015408	0.023968	0.02513	0.033223	0.012414
ENSG00000007038	PRSS21	0	0.070984	0.055208	0	0	0.05719
ENSG00000007047	MARK4	43.611763	41.059712	27.603858	43.593353	39.140301	51.011337
ENSG00000007062	PROM1	0.064502	0.139771	0.050602	0.031498	0.038592	0.048487
ENSG00000007080	CCDC124	196.285224	208.557865	210.144692	217.182301	239.546128	231.189909
ENSG00000007129	CEACAM21	0	0	0	0	0	0
ENSG00000007168	PAFAH1B1	77.812499	68.211272	49.445964	76.372696	77.740927	84.787504
ENSG00000007171	NOS2	1.100479	1.012125	0.760732	0.968162	0.988763	1.083636
ENSG00000007174	DNAH9	0.730698	0.636191	0.452392	0.493912	0.486158	0.751704
ENSG00000007202	BLTP2	49.843751	47.825223	27.040439	50.870872	50.769905	50.352865
ENSG00000007216	SLC13A2	0	0	0.006241	0	0	0
ENSG00000007237	GAS7	2.147402	2.317347	1.529506	1.931611	2.53892	2.197131
ENSG00000007255	TRAPPC6A	24.585968	24.417142	32.475317	21.779139	27.159822	25.229189
ENSG00000007264	MATK	0.050495	0.054669	0.073794	0.056871	0.064078	0.036208
ENSG00000007306	CEACAM7	0.007315	0	0	0	0	0
ENSG00000007312	CD79B	0.01711	0.018273	0.056848	0.0422	0.015484	0
ENSG00000007314	SCN4A	0.002059	0.004397	0	0	0	0
ENSG00000007341	ST7L	11.885411	12.653379	10.255648	13.36091	12.081051	14.775268
ENSG00000007350	TKTL1	0.013715	0.014648	0.045568	0.056044	0.068265	0.041304
ENSG00000007372	PAX6	0.015584	0.007828	0.007229	0.010287	0.018122	0.010933
ENSG00000007376	RPUSD1	27.60373	26.539104	24.24446	25.947945	28.524301	28.001595
ENSG00000007384	RHBDF1	0.662245	1.064623	0.461153	0.888052	0.706257	0.5865
ENSG00000007392	LUC7L	81.435723	91.365266	70.148723	97.927399	97.026682	92.630186
ENSG00000007402	CACNA2D2	39.524013	36.656321	19.906909	37.996788	37.547242	38.802635
ENSG00000007516	BAIAP3	0.260192	0.566575	0.133965	0.282183	0.288342	0.496744
ENSG00000007520	TSR3	71.399521	69.536417	64.140779	68.842647	75.616278	79.04697
ENSG00000007541	PIGQ	38.020389	42.245372	21.590676	39.952361	39.324338	39.158708
ENSG00000007545	CRAMP1	37.726139	9.576322	5.398955	10.286999	31.250424	21.29698
ENSG00000007866	TEAD3	3.997116	3.345135	2.498665	3.541713	4.198247	4.311756
ENSG00000007908	SELE	0	0	0	0	0	0
ENSG00000007923	DNAJC11	47.506008	44.110374	29.387408	46.712962	50.369585	50.56661
ENSG00000007933	FMO3	0	0.009182	0	0	0	0
ENSG00000007944	MYLIP	1.190417	1.114618	0.892678	1.328917	1.177073	1.232961
ENSG00000007952	NOX1	0	0	0.005959	0.009517	0	0
ENSG00000007968	E2F2	22.074601	20.02284	13.975033	21.436083	21.284068	23.299038
ENSG00000008018	PSMB1	213.346599	189.772797	210.376981	211.284799	185.976207	191.630238
ENSG00000008056	SYN1	19.817209	16.659287	10.085868	17.209317	14.503605	15.315531
ENSG00000008083	JARID2	10.94335	9.570101	6.036949	10.248154	10.093564	10.909816
ENSG00000008086	CDKL5	2.835756	2.264502	1.288436	2.81739	2.233172	2.682477
ENSG00000008118	CAMK1G	0.0141	0.022589	0.017568	0.051217	0.029795	0.011331
ENSG00000008128	CDK11A	26.89492	37.803075	16.392331	35.747578	36.308303	34.131929
ENSG00000008130	NADK	72.607929	76.618529	58.658719	84.072319	102.450547	89.165827
ENSG00000008196	TFAP2B	177.41165	161.045513	100.119538	166.529845	166.182412	181.634107
ENSG00000008197	TFAP2D	0.111827	0.137807	0.064307	0.101549	0.202406	0.17024
ENSG00000008226	DLEC1	0	0.006411	0	0.016352	0.02139	0.005165
ENSG00000008256	CYTH3	16.410819	19.093549	13.587916	16.51606	20.352904	24.473229
ENSG00000008277	ADAM22	33.790121	25.118045	17.116413	31.749868	28.804244	33.352134
ENSG00000008282	SYPL1	13.145086	11.521052	6.909836	12.158525	10.778223	13.613478
ENSG00000008283	CYB561	210.107328	185.512975	130.988636	198.471404	196.030991	207.16595
ENSG00000008294	SPAG9	71.635146	65.200265	40.218854	72.437296	68.051701	72.09611
ENSG00000008300	CELSR3	35.313131	33.298009	16.593297	34.17722	34.727649	35.639572
ENSG00000008311	AASS	0.287376	0.248779	0.145021	0.245714	0.243859	0.289006
ENSG00000008323	PLEKHG6	0.6642	0.07576	0.083473	0.098908	0.101644	0.098436
ENSG00000008324	SS18L2	14.978722	15.590817	16.410567	15.975773	15.500354	12.149435
ENSG00000008382	MPND	25.807927	24.275052	21.010096	26.224174	27.306923	27.012418
ENSG00000008394	MGST1	1.216046	0.702957	3.478381	0.891167	0.917079	0.873643
ENSG00000008405	CRY1	7.421431	6.760334	5.878749	7.04386	6.517944	7.792971
ENSG00000008438	PGLYRP1	0	0	0.028207	0	0	0
ENSG00000008441	NFIX	23.684074	20.180271	11.459724	19.809798	21.357256	24.089734
ENSG00000008513	ST3GAL1	0.954791	0.83858	0.839203	1.19521	0.855254	1.178979
ENSG00000008516	MMP25	0	0.050804	0.024421	0.026698	0.012332	0.05184
ENSG00000008517	IL32	0	0	0.031977	0.034958	0	0
ENSG00000008710	PKD1	82.607536	91.842924	34.455765	92.416797	96.373329	90.0908
ENSG00000008735	MAPK8IP2	40.531281	37.06677	22.338798	36.30233	38.169727	40.832173
ENSG00000008838	MED24	93.176105	89.943394	50.925134	102.650159	102.547314	104.290938
ENSG00000008853	RHOBTB2	16.22905	16.287191	9.00392	15.121101	16.609927	17.208423
ENSG00000008869	HEATR5B	10.307759	8.174824	5.788343	9.638444	9.07508	9.152233
ENSG00000008952	SEC62	65.464195	56.167007	46.456186	59.922319	52.221395	62.930102
ENSG00000008988	RPS20	2867.511908	2793.733314	3148.816701	2685.856134	2780.692196	2766.537398
ENSG00000009307	CSDE1	242.59488	213.571982	155.736656	212.555883	246.618373	250.10152
ENSG00000009335	UBE3C	31.750541	29.385933	17.347578	27.777127	29.196995	31.103402
ENSG00000009413	REV3L	5.583038	4.830418	2.518583	5.073538	4.24451	5.449948
ENSG00000009694	TENM1	0.023393	0.023682	0.011256	0.018056	0.026463	0.031199
ENSG00000009709	PAX7	0.080854	0.107739	0.047662	0.10658	0.079464	0.119806
ENSG00000009724	MASP2	0.040084	0.04281	0.019977	0.085301	0.036276	0.055185
ENSG00000009765	IYD	0.016302	0.004574	0.001779	0	0.007377	0
ENSG00000009780	FAM76A	4.260557	3.604631	4.962356	5.0186	4.153848	4.059128
ENSG00000009790	TRAF3IP3	0.019083	0.133416	0.103764	0.113438	0.05181	0
ENSG00000009830	POMT2	47.477938	42.050272	33.173285	61.417619	58.482805	50.802625
ENSG00000009844	VTA1	31.498787	26.335998	26.027919	30.090918	26.438567	26.774605
ENSG00000009950	MLXIPL	0.236615	0.532146	0.091226	0.325514	0.268601	0.209309
ENSG00000009954	BAZ1B	90.953012	80.580651	50.164118	88.158853	83.726019	93.011602
ENSG00000010017	RANBP9	32.751212	31.040583	20.850163	27.461697	30.990137	29.986621
ENSG00000010030	ETV7	0.015027	0	0.012482	0.109164	0.039086	0.049614
ENSG00000010072	SPRTN	11.543407	12.919038	12.636335	14.958194	11.974562	15.645163
ENSG00000010165	METTL13	71.19267	67.057976	59.991293	74.94531	74.185798	78.996338
ENSG00000010219	DYRK4	15.380767	16.064333	21.578936	22.564165	18.377284	15.001783
ENSG00000010244	ZNF207	126.314235	113.835385	111.413291	113.907176	112.660931	110.472279
ENSG00000010256	UQCRC1	120.077892	111.271044	128.768521	112.892785	125.071412	121.730232
ENSG00000010270	STARD3NL	66.366042	59.408841	76.033586	59.462984	58.694349	56.095021
ENSG00000010278	CD9	6.648688	6.289224	9.162386	6.651863	7.288535	7.216786
ENSG00000010282	HHATL	0.04615	0	0	0	0	0.069725
ENSG00000010292	NCAPD2	217.081449	184.950935	131.53997	205.356556	200.196553	219.620655
ENSG00000010295	IFFO1	9.351308	10.145187	5.779475	9.787205	10.856646	9.511813
ENSG00000010310	GIPR	0.422198	0.564167	0.45135	0.345405	0.472895	0.485322
ENSG00000010318	PHF7	5.975219	5.329881	4.221638	6.15997	6.25898	6.56547
ENSG00000010319	SEMA3G	0.055744	0.038523	0.040856	0.071464	0.041545	0.070537
ENSG00000010322	NISCH	40.548184	41.762391	20.906849	45.418206	48.677666	44.78311
ENSG00000010327	STAB1	0.054781	0.039897	0.0056	0.016825	0.011719	0.025728
ENSG00000010361	FUZ	81.523321	83.222657	68.162482	78.787431	83.818246	82.864211
ENSG00000010379	SLC6A13	0	0.076372	0	0.076648	0.125848	0.125657
ENSG00000010404	IDS	67.772315	55.989358	42.47517	56.685059	59.268943	64.675779
ENSG00000010438	PRSS3	85.727013	75.751052	94.376663	69.288693	77.802055	75.652877
ENSG00000010539	ZNF200	8.726804	8.778524	8.504568	9.439443	9.028437	10.958003
ENSG00000010610	CD4	0.011122	0.035606	0.039105	0.047732	0.055314	0.019124
ENSG00000010626	LRRC23	11.185453	12.331989	14.007303	11.211668	13.081651	11.433838
ENSG00000010671	BTK	0	0.023934	0.140675	0.025632	0.025544	0.013118
ENSG00000010704	HFE	0.00779	0.041217	0.01445	0.007074	0.018893	0.003351
ENSG00000010803	SCMH1	30.380672	29.16552	16.693081	28.413296	28.325353	32.074451
ENSG00000010810	FYN	139.691437	132.324385	101.027673	126.66301	132.662988	140.392516
ENSG00000010818	HIVEP2	1.988786	1.71716	1.086586	2.00883	1.851154	2.122035
ENSG00000010932	FMO1	0	0	0	0	0	0
ENSG00000011007	ELOA	29.493231	25.384492	19.718564	29.33652	28.482247	29.735111
ENSG00000011009	LYPLA2	219.390355	205.36929	172.956284	193.858595	213.101752	202.593593
ENSG00000011021	CLCN6	10.535437	9.788199	6.003055	11.04909	10.322708	10.463957
ENSG00000011028	MRC2	28.540754	29.031928	15.719054	30.172317	31.051786	30.00154
ENSG00000011052	NME1-NME2	9.171754	8.068038	9.825068	8.592992	8.140335	6.074046
ENSG00000011083	SLC6A7	0	0.004922	0	0	0.008341	0
ENSG00000011105	TSPAN9	12.330137	11.851195	7.906772	10.897599	12.61612	11.736266
ENSG00000011114	BTBD7	17.288524	9.303999	5.985555	13.084257	9.958258	11.293923
ENSG00000011132	APBA3	14.101496	12.498753	10.45106	14.749967	14.837176	13.400534
ENSG00000011143	MKS1	15.24695	17.841727	11.988197	15.927961	15.254592	18.46337
ENSG00000011198	ABHD5	13.202583	8.622592	9.810511	10.014177	9.327631	10.589002
ENSG00000011201	ANOS1	0.033613	0.027615	0.012886	0.032872	0.0234	0.121802
ENSG00000011243	AKAP8L	31.241747	28.95168	18.258653	33.264904	31.076325	30.948781
ENSG00000011258	MBTD1	17.996373	11.604094	7.88553	14.5849	11.842532	13.144443
ENSG00000011260	UTP18	46.525807	44.213378	40.716897	44.749144	42.363556	45.022782
ENSG00000011275	RNF216	23.075491	20.159302	14.160338	21.323183	30.901282	22.389381
ENSG00000011295	TTC19	22.736834	17.06879	14.76723	19.936567	17.681022	20.292898
ENSG00000011304	PTBP1	495.650681	439.162853	300.110443	421.924696	470.047204	498.387729
ENSG00000011332	DPF1	23.896275	25.745211	18.077204	27.022584	25.919191	27.275647
ENSG00000011347	SYT7	7.397122	6.900986	4.069838	6.947276	7.868231	7.948654
ENSG00000011376	LARS2	14.121803	12.448788	9.118621	14.738047	13.873428	15.662092
ENSG00000011405	PIK3C2A	11.86248	15.249435	6.842936	20.181732	15.580521	15.813354
ENSG00000011422	PLAUR	28.88256	28.936346	19.257934	30.703355	33.326923	31.954716
ENSG00000011426	ANLN	36.327524	31.014607	22.732964	32.946705	29.452521	33.288538
ENSG00000011451	WIZ	43.572191	39.377117	24.847785	44.545513	48.439818	49.728747
ENSG00000011454	RABGAP1	19.563025	19.767558	16.391786	22.872011	23.650704	27.840736
ENSG00000011465	DCN	0.083317	0.089616	0.093097	0.067445	0.067216	0.081933
ENSG00000011478	QPCTL	4.656878	4.834762	5.086589	5.026919	5.222916	5.70038
ENSG00000011485	PPP5C	85.847704	88.30471	75.841202	88.600377	92.615805	95.585429
ENSG00000011523	CEP68	28.61528	25.786531	14.470208	26.417635	23.143076	24.501721
ENSG00000011566	MAP4K3	10.679984	9.394468	12.225871	10.872261	10.238957	12.068205
ENSG00000011590	ZBTB32	0.044362	0.0112	0	0.064489	0	0.009024
ENSG00000011600	TYROBP	0	0	0	0	0.071086	0
ENSG00000011638	LDAF1	2.571948	2.149199	1.923627	4.310429	2.696029	2.642373
ENSG00000011677	GABRA3	2.078833	1.732234	1.256632	1.619257	1.63433	1.943782
ENSG00000012048	BRCA1	31.41851	27.702289	18.883334	31.680793	31.836835	33.296215
ENSG00000012061	ERCC1	122.517514	136.221107	148.259868	129.642415	149.411725	144.720901
ENSG00000012124	CD22	0	0	0	0.06501	0	0
ENSG00000012171	SEMA3B	1.577358	2.023782	0.767699	2.21554	1.864407	2.289763
ENSG00000012174	MBTPS2	12.857612	10.813688	7.792199	12.37156	10.304459	12.001765
ENSG00000012211	PRICKLE3	0.141232	0.052213	0.048615	0.109131	0.136779	0.082374
ENSG00000012223	LTF	0	0	0	0	0.064269	0
ENSG00000012232	EXTL3	25.244471	23.921849	13.773767	29.268325	24.544683	26.272319
ENSG00000012504	NR1H4	0	0	0	0.010234	0	0.028473
ENSG00000012660	ELOVL5	47.641975	42.299488	30.403258	45.68665	41.5678	45.185372
ENSG00000012779	ALOX5	0	0.174701	0.01811	0	0.053314	0.063198
ENSG00000012817	KDM5D	0	0.007464	0.004849	0.011333	0.003162	0
ENSG00000012822	CALCOCO1	28.43495	31.891162	21.394813	31.403342	32.420364	32.143916
ENSG00000012963	UBR7	54.633795	45.027027	39.510145	51.461547	55.047377	59.539357
ENSG00000012983	MAP4K5	15.410045	12.68038	8.426245	14.178083	12.264621	13.818965
